activity_id,activity_name,city_name,state_name,district_name,activity_category,activity_subcategory,tourism_type,experience_level,seasonality,activity_location,officially_recognized,source_name,source_url,evidence_notes,association_notes
ACT000171,Traditional Chinese Fishing Nets Operation Experience,Kochi,Kerala,Ernakulam,Cultural,Cultural Tour,Cultural Tourism,All Levels,Year-round,Fort Kochi Beach Waterfront (Cheena Vala),Yes,Kerala Tourism,https://www.keralatourism.org/destination/fort-kochi,Interactive session operating the counterbalanced mechanical cantilever wooden fishing nets introduced by 14th-century Chinese traders.,Located along Vasco da Gama Square in Fort Kochi.
ACT000172,Kathakali Classical Dance & Kalaripayattu Demonstration,Kochi,Kerala,Ernakulam,Cultural,Cultural Tour,Cultural Tourism,All Levels,Year-round,"Kerala Kathakali Centre & Greenix Village, Fort Kochi",Yes,Kerala Tourism,https://www.keralatourism.org/,"Evening performance art sessions including open backstage facial makeup preparation, classical Mudra narration, and ancient martial arts displays.",Held in dedicated cultural theaters in Fort Kochi.
ACT000173,Ashtamudi Lake 8-Hour Backwater Cruise,Kollam,Kerala,Kollam,Water,River Cruise,Leisure Tourism,All Levels,Year-round,Ashtamudi Lake (Kollam to Alappuzha Cruise Route),Yes,District Tourism Promotion Council (DTPC Kollam) & SWTD,https://dtpckollam.com/,India's longest uninterrupted public backwater cruise winding through the eight-armed Ashtamudi estuary (Ramsar Site) and coconut palm channels.,Originates at the DTPC boat jetty in Kollam.
ACT000174,Munroe Island Village Canoe Tour,Kollam,Kerala,Kollam,Water,Boating,Rural Tourism,Beginner,Year-round,Munroe Island (Kallada River & Ashtamudi Estuary),Yes,Kerala Tourism (Responsible Tourism Mission),https://www.keralatourism.org/destination/munro-island,"Country canoe tours under low bridges watching coir retting, weaving, prawn feeding, and migratory birds.",Located 25 km from Kollam city.
ACT000175,Kumarakom Bird Sanctuary Nature Walk & Boating,Kottayam,Kerala,Kottayam,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Kumarakom Bird Sanctuary (Vembanad Lake Shore),Yes,Kerala Tourism Development Corporation (KTDC),https://www.ktdc.com/,"14-acre protected bird sanctuary trails and canoe trips observing migratory Siberian cranes, egrets, herons, and darters.",Located 16 km west of Kottayam city.
ACT000176,Beypore Traditional Uru Wooden Dhow Craft Tour,Kozhikode,Kerala,Kozhikode,Cultural,Handicraft Experience,Heritage Tourism,Beginner,Year-round,Beypore Port & Traditional Khalasi Shipyards,Yes,Kerala Tourism & District Administration Kozhikode,https://www.keralatourism.org/destination/beypore,Shipyard visits observing master Khalasis handcrafting colossal ocean-going wooden vessels (Urus) without blueprints for Arab mariners.,"Located at the Chaliyar river mouth in Beypore, 10 km from Kozhikode city."
ACT000177,Jew Town Antiques & Synagogue Heritage Walk,Mattancheri,Kerala,Ernakulam,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,"Jew Town, Paradesi Synagogue & Dutch Palace (Mattancherry Palace)",Yes,Archaeological Survey of India & Kerala Tourism,https://www.keralatourism.org/destination/mattancherry-palace,"Pedestrian trail through the 1568 Jewish Paradesi Synagogue with hand-painted Chinese willow tiles, Belgian chandeliers, antique clock towers, and Ramayana palace murals.",Located in Mattancheri within Kochi urban agglomeration.
ACT000178,Silent Valley National Park Rainforest Safari & Trek,Palakkad,Kerala,Palakkad,Wildlife,Safari,Eco Tourism,Advanced,Seasonal,Silent Valley National Park (Sairandhri & Kunthi River Trail),Yes,Kerala Forest Department (Wildlife Wing),https://silentvalley.gov.in/,"Forest department 4x4 safari and guided trek across one of the last undisturbed tracts of South Western Ghats montane rain forests, home to Lion-tailed Macaques.",Base camp at Mukkali is located 60 km from Palakkad.
ACT000179,Colonial Fort & Moplah Culinary Trail,Thalassery,Kerala,Kannur,Cultural,Culinary Tour,Cultural Tourism,Beginner,Winter,"Thalassery Fort, Sea Bridge & Old Market Bazaars",Yes,Archaeological Survey of India & Kerala Tourism,https://www.keralatourism.org/destination/thalassery-fort,Walking tour of the 1708 British East India Company coastal fort combined with culinary tastings of genuine Thalassery Dum Biryani and Malabar bakeries.,Located inside Thalassery town center.
ACT000180,Ocean Surfing & Stand-Up Paddleboarding,Thiruvananthapuram,Kerala,Thiruvananthapuram,Adventure,Surfing,Adventure Tourism,Beginner,Seasonal,Kovalam Beach (Lighthouse Beach) & Varkala Cliff Beach,Yes,Kerala Tourism & Kovalam Surf Club,https://www.keralatourism.org/destination/kovalam,Certified surf coaching on gentle beach breaks alongside stand-up paddleboarding in the Arabian Sea.,Kovalam is located 16 km south of Thiruvananthapuram.
ACT000181,Poovar Golden Sand Beach & Mangrove Boat Cruise,Thiruvananthapuram,Kerala,Thiruvananthapuram,Water,Boating,Eco Tourism,Beginner,Year-round,Poovar Estuary (Neyyar River to Arabian Sea),Yes,Kerala Tourism,https://www.keralatourism.org/destination/poovar,Motorboat tours through dense mangrove tunnels leading to an isolated sand spit separating the river estuary from the Arabian Sea.,Situated 30 km south of Thiruvananthapuram.
ACT000182,Rainforest Nature Trekking & Hornbill Spotting,Thrissur,Kerala,Thrissur,Nature,Nature Walk,Eco Tourism,Moderate,Monsoon,Athirappilly & Vazhachal Waterfalls Eco-Tourism Zone,Yes,Kerala Forest Department (Vana Samrakshana Samithi),https://forest.kerala.gov.in/,Forest department guided trails to the base of India's 'Niagara of South India' (80-ft falls) in the Western Ghats riparian rainforest.,Located 55 km east of Thrissur.
ACT000183,High-Altitude Alpine Trekking & Mountaineering,Kargil,Ladakh,Kargil,Adventure,Trekking,Adventure Tourism,Advanced,Summer,Suru Valley & Nun-Kun Base Camp Trail,Yes,Ladakh Tourism Department & Indian Mountaineering Foundation,https://ladakhtourism.org/,"Demanding trekking trails along the Suru River reaching the base camp of twin peaks Mount Nun (7,135m) and Mount Kun (7,077m).",Suru Valley originates immediately south of Kargil town.
ACT000184,Patriotic Heritage & War Memorial Walk,Kargil,Ladakh,Kargil,Cultural,Heritage Walk,Heritage Tourism,All Levels,Summer,"Kargil War Memorial, Dras",Yes,"Indian Army & Tourism Department, UT of Ladakh",https://kargil.nic.in/tourist-places/,Military history guided memorial walk honoring 1999 Kargil War heroes beneath the ridges of Tiger Hill and Tololing.,"Located along the highway in Dras, 55 km west of Kargil town."
ACT000185,Chadar Frozen River Winter Trek,Leh,Ladakh,Leh,Adventure,Trekking,Adventure Tourism,Advanced,Winter,Zanskar River Frozen Gorge (Chilling to Naerak),Yes,"Department of Tourism, UT of Ladakh & ALTOA",https://ladakhtourism.org/,World-renowned winter expedition trekking over the frozen sheet of ice (Chadar) on the Zanskar River under strict UT Administration registration and medical checkups.,"Leh is the mandatory base, acclimation point, permit issuing center, and logistics hub for all Chadar expeditions."
ACT000186,White Water River Rafting,Leh,Ladakh,Leh,Adventure,Rafting,Adventure Tourism,Moderate,Summer,Zanskar and Indus Rivers (Chilling to Sangam confluence),Yes,Ladakh Tourism Department & All Ladakh Tour Operators Association,https://ladakhtourism.org/,Grade III to IV+ wild river rafting descending through deep gorges to the Indus-Zanskar confluence at Nimmu.,Located 30 km west of Leh city along the Srinagar-Leh highway.
ACT000187,High-Altitude Downhill Mountain Biking,Leh,Ladakh,Leh,Adventure,Cycling,Adventure Tourism,Moderate,Summer,"Khardung La Pass (5,359m) to Leh Valley Descent",Yes,"Department of Tourism, UT of Ladakh",https://ladakhtourism.org/,Thrilling 40-km continuous downhill mountain cycling descent from one of the highest motorable passes in the world to Leh town.,Trail originates at Khardung La and terminates directly in Leh town center.
ACT000188,Double-Humped Bactrian Camel Safari,Leh,Ladakh,Leh,Wildlife,Safari,Cultural Tourism,Beginner,Summer,"Hunder Sand Dunes, Nubra Valley",Yes,"Department of Tourism, UT of Ladakh",https://ladakhtourism.org/,Guided camel safaris atop rare double-humped Bactrian camels across the cold desert sand dunes of the ancient Silk Route corridor.,Nubra Valley is the foremost tourist excursion corridor accessed directly via pass from Leh.
ACT000189,Snow Leopard Winter Expedition,Leh,Ladakh,Leh,Wildlife,Safari,Wildlife Tourism,Advanced,Winter,Hemis National Park (Rumbak Valley),Yes,"Department of Wildlife Protection, UT of Ladakh",https://wildlife.ladakh.gov.in/,World capital of snow leopard tracking with experienced local spotters and high-powered spotting scopes in sub-zero winter temperatures.,Hemis National Park lies 40 km south of Leh city.
ACT000190,Kanha Tiger Reserve Wildlife Safari,Balaghat,Madhya Pradesh,Balaghat,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Kanha Tiger Reserve (Mukki Gate),Yes,Madhya Pradesh Forest Department & NTCA,https://forest.mp.gov.in/,Mukki gate safari tracking Royal Bengal tigers and leopards in the southern zone of Kanha National Park.,"Mukki gate is located in Balaghat district, 75 km from Balaghat town."
ACT000191,Bhojeshwar Monolithic Temple Architectural Walk,Bhojpur,Madhya Pradesh,Raisen,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Bhojeshwar Temple Complex & Betwa Riverfront,Yes,Archaeological Survey of India (ASI),https://asi.nic.in/,Architectural walking tour of Raja Bhoj's unfinished 11th-century temple housing the world's tallest monolithic rock lingam (18 ft) and original architectural stone line drawings on quarry rocks.,Located 28 km southeast of Bhopal on the Betwa river.
ACT000192,Bhojtal Sailing & Lake Boating,Bhopal,Madhya Pradesh,Bhopal,Water,Boating,Leisure Tourism,Beginner,Year-round,Upper Lake (Bhojtal) Boat Club Complex,Yes,Madhya Pradesh Tourism Development Corporation (MPTDC),https://www.mptourism.com/destination-bhopal.php,"Paddle boating, speed boating, sailing yachts, and solar cruise rides operated at the premier MP Tourism Boat Club on Asia's oldest man-made lake.",Situated right along the city waterfront of Bhopal.
ACT000193,National Park Wilderness Cycling & Safari,Bhopal,Madhya Pradesh,Bhopal,Nature,Cycling,Eco Tourism,Beginner,Year-round,Van Vihar National Park (Ramsar Site Shoreline),Yes,Madhya Pradesh Forest Department,https://forest.mp.gov.in/,"Eco-friendly bicycle safari along 5 km of lake-facing road passing through natural open enclosures of tigers, lions, bears, and free-roaming herbivores.",Located on Shyamla Hills on the southern banks of Upper Lake in Bhopal.
ACT000194,Bhimbetka Prehistoric Cave Art Heritage Walk,Bhopal,Madhya Pradesh,Raisen,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Bhimbetka Rock Shelters (UNESCO World Heritage Site),Yes,Archaeological Survey of India & MP Tourism,https://asi.nic.in/,"Guided walking tour through natural sandstone rock shelters displaying 30,000-year-old Paleolithic and Mesolithic rock paintings depicting hunting, dancing, and animals.",Bhopal is the primary staging city and transit hub for Bhimbetka (45 km south).
ACT000195,Asirgarh Mountain Fort Trek & Mughal Waterworks Walk,Burhanpur,Madhya Pradesh,Burhanpur,Cultural,Heritage Walk,Heritage Tourism,Moderate,Winter,Asirgarh Fort (Satpura Ridge) & Kundi Bhandara (Underground Aqueduct),Yes,Archaeological Survey of India & MP Tourism,https://burhanpur.nic.in/tourist-places/,"Trekking up the formidable 15th-century cliff citadel known as 'Key to the Deccan', followed by exploring the underground Persian qanat water conduit system (Kundi Bhandara).",Asirgarh is situated 20 km north of Burhanpur city.
ACT000196,Patalkot Valley Tribal Eco-Trek,Chhindwara,Madhya Pradesh,Chhindwara,Adventure,Trekking,Eco Tourism,Advanced,Winter,Patalkot Horseshoe Valley (Doodhi River Gorge),Yes,Madhya Pradesh Tourism Board,https://chhindwara.nic.in/tourist-places/,"Trekking down 1,500 feet into a secluded canyon gorge home to the indigenous Bharia tribe, learning tribal ethno-botanical herbal remedies and medicinal plant foraging.",Located 78 km northwest of Chhindwara.
ACT000197,Nauradehi Wildlife Sanctuary Safari & Fort Trek,Damoh,Madhya Pradesh,Damoh,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Nauradehi Wildlife Sanctuary (Cheetah Corridor) & Singorgarh Fort,Yes,Madhya Pradesh Forest Department,https://forest.mp.gov.in/,"Jeep safaris through MP's largest wildlife sanctuary (1,197 sq km) home to reintroduced tigers and Indian wolves, alongside forest treks to Gond queen Rani Durgavati's Singorgarh Fort.",Nauradehi sanctuary is located in Damoh and Sagar districts.
ACT000198,Seven-Storey Palace Architecture & Spiritual Walk,Datia,Madhya Pradesh,Datia,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Bir Singh Deo Palace (Govind Mahal) & Pitambara Peeth,Yes,Archaeological Survey of India & MP Tourism,https://datia.nic.in/tourist-places/,"Walking tour of the 1614 CE seven-story Bundela palace constructed entirely of stone and brick without wood or iron beams, combined with visiting the Baglamukhi Shaktipeeth shrine.",Located inside Datia town.
ACT000199,Mandu Citadel Heritage Cycling & Walking Tour,Dhar,Madhya Pradesh,Dhar,Cultural,Cycling,Heritage Tourism,Beginner,Monsoon,"Mandu Fort Complex (Jahaz Mahal, Hindola Mahal & Rani Roopmati Pavilion)",Yes,Archaeological Survey of India & MP Tourism,https://www.mptourism.com/destination-mandu.php,"Cycling tour through India's city of joy, exploring medieval Afghan stone architecture, water palaces appearing to float on lakes, and the baobab trees of Mandu.","Mandu is located in Dhar district, 35 km from Dhar town."
ACT000200,Gwalior Fort Citadel Walk & Sound-Light Show,Gwalior,Madhya Pradesh,Gwalior,Cultural,Heritage Walk,Heritage Tourism,Moderate,Winter,"Gwalior Fort (Man Mandir Palace, Gujari Mahal & Saas Bahu Temples)",Yes,Archaeological Survey of India & MP Tourism,https://asi.nic.in/,"Walking tour of the 'Gibraltar of India' perched on a 300-ft sandstone hill, exploring blue ceramic tile palaces, rock-cut Jain colossi, and evening sound & light show.",Rises above the center of Gwalior city.
ACT000201,Satpura Walking Safari & Canoeing,Hoshangabad,Madhya Pradesh,Narmadapuram,Adventure,Safari,Eco Tourism,Moderate,Seasonal,Satpura Tiger Reserve (Madhai & Denwa River),Yes,Satpura Tiger Conservation Foundation & MP Forest Dept,https://forest.mp.gov.in/,"India's premier tiger reserve offering official guided walking safaris inside the core forest, alongside canoeing and boat safaris on the Denwa River.","Madhai entrance is located in Narmadapuram (Hoshangabad) district, 60 km from the district headquarters."
ACT000202,Street Food & Night Bazaar Culinary Trail,Indore,Madhya Pradesh,Indore,Cultural,Culinary Tour,Cultural Tourism,Beginner,Year-round,Sarafa Night Food Market & 56 Dukan (Chappan Dukan),Yes,Indore Municipal Corporation (IMC) & MP Tourism,https://www.mptourism.com/destination-indore.php,"Culinary tour of India's Cleanest City food street, tasting poha-jalebi, bhutte ka kees, garadu, sabudana khichdi, and rabdi-jalebi.",Located in central Indore's jewelry market that turns into an open-air food market after 8 PM.
ACT000203,Marble Rocks Canyon Boating & Ropeway,Jabalpur,Madhya Pradesh,Jabalpur,Water,Boating,Nature Tourism,Beginner,Year-round,Bhedaghat (Narmada River Gorge & Dhuandhar Falls),Yes,Madhya Pradesh Tourism Development Corporation (MPTDC),https://www.mptourism.com/destination-jabalpur.php,"Row boat rides through the 100-foot soaring white and pink marble canyon walls of the Narmada river, full-moon night boating, and Dhuandhar Falls ropeway ride.",Bhedaghat is located 21 km from Jabalpur city center.
ACT000204,UNESCO Western Group Temples Heritage Walk,Khajuraho,Madhya Pradesh,Chhatarpur,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Western Group of Temples (Kandariya Mahadeva & Lakshmana Temples),Yes,Archaeological Survey of India (ASI) & MP Tourism,https://asi.nic.in/,"Walking tour of 10th-11th century Chandela dynasty sandstone temples featuring intricate nagara architecture, celestial maidens (apsaras), and erotic sculptures.",Encompasses the landscaped UNESCO park in Khajuraho.
