city_number,city_name,state_name,district_name,data_year,domestic_tourist_visits,foreign_tourist_visits,total_tourist_visits,domestic_visits_year,foreign_visits_year,domestic_origin_state_count,top_domestic_origin_state,top_domestic_origin_state_visits,foreign_origin_country_count,top_foreign_origin_country,top_foreign_origin_country_visits,domestic_share_percentage,foreign_share_percentage,domestic_foreign_ratio,previous_year_domestic_visits,previous_year_foreign_visits,domestic_growth_percentage,foreign_growth_percentage,total_growth_percentage,primary_source_name,primary_source_url,domestic_source_name,domestic_source_url,foreign_source_name,foreign_source_url,origin_source_name,origin_source_url,evidence_notes,source_type,source_year,verification_status,verification_confidence,data_quality_notes,domestic_demand_score,foreign_demand_score,total_demand_score,demand_diversity_score,domestic_origin_spread_score,foreign_origin_diversity_score,demand_growth_score,composite_demand_score,demand_score_band,score_data_completeness_percentage,score_confidence,scoring_methodology_notes,city_level_domestic_data_available,city_level_foreign_data_available,origin_state_data_available,foreign_origin_data_available,coverage_notes,demand_score_type
162,Davangere,Karnataka,Davanagere,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,52.35,,,,,52.35,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
163,Halebid,Karnataka,Hassan,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,51.99,,,,,51.99,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
164,Hassan,Karnataka,Hassan,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,54.09,,,,,54.09,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
165,Hubballi-Dharwad,Karnataka,Dharwad,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,55.55,,,,,55.55,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
166,Kalaburagi,Karnataka,Kalaburagi,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,56.51,,,,,56.51,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
167,Kolar,Karnataka,Kolar,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,53.9,,,,,53.9,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
168,Madikeri,Karnataka,Kodagu,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,54.15,,,,,54.15,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
169,Mandya,Karnataka,Mandya,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,52.64,,,,,52.64,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
170,Mangaluru,Karnataka,Dakshina Kannada,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,59.38,,,,,59.38,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
171,Mysuru,Karnataka,Mysuru,2023.0,5350000,62000,5412000,2023.0,2023.0,18,Kerala,1450000,18,France,12500,98.85,1.15,86.29,4450000.0,31000.0,20.22,100.0,20.78,"Department of Tourism, Government of Karnataka & Mysore Palace Board",https://karnatakatourism.org/,"Department of Tourism, Government of Karnataka & Mysore Palace Board",https://karnatakatourism.org/,"Department of Tourism, Government of Karnataka & Mysore Palace Board",https://karnatakatourism.org/,"Department of Tourism, Government of Karnataka & Mysore Palace Board",https://karnatakatourism.org/,Official tourist footfall recorded at Mysore Palace and heritage circuit by Karnataka Tourism.,State Tourism Department / Palace Board,2023.0,Verified,High,Ground-truth city/destination visitation documented by official government source.,70.25,71.73,65.45,63.53,59.24,67.0,40.14,65.45,High,100.0%,High,Calculated using available-weight approach over 7 active demand features (100.0% completeness).,Yes,Yes,Yes,Yes,Direct city-level tourist visitation verified from State Tourism Department / Palace Board.,Verified Ground Truth
172,Raichur,Karnataka,Raichur,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,49.66,,,,,49.66,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
173,Shivamogga,Karnataka,Shivamogga,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,55.12,,,,,55.12,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
