cultural_id,cultural_asset_name,city_name,state_name,district_name,cultural_category,cultural_subcategory,tourism_type,cultural_significance,recognition_status,unesco_ich_status,gi_status,official_recognition,source_name,source_url,evidence_notes,association_notes
CULT_0190,Bareilly Zari-Zardozi Hand Embroidery,Bareilly,Uttar Pradesh,Bareilly,Handicraft,Heavy Metallic Thread Embroidery on Velvet/Silk,Arts & Crafts Tourism,"300-year-old embroidery craft where artisans use curved wooden frames (Addas) and hook needles (Aari) to sew metallic gold wires (Salma, Sitara, Gota) onto ceremonial fabrics.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/708,Registered under GI Application No. 708 as Bareilly Zari Craft.,Practiced by thousands of embroidery artisans in Bareilly.
CULT_0191,Basti Woodcarving and Sirsiya Terracotta Craft,Basti,Uttar Pradesh,Basti,Handicraft,Turned Woodwork and Earthenware Sculptures,Rural Tourism,"Traditional rural carpentry carving kitchenware, low stools, and rolling pins from sheesham wood, accompanied by village clay idol sculpting.",Institutional,Not Listed,Not GI Registered,Yes,"Department of MSME, Government of Uttar Pradesh (ODOP)",https://odopup.in/,Identified under UP ODOP industrial craft development framework.,Practiced in rural artisanal pockets of Basti district.
CULT_0192,Bijnor Wooden Block Carving and Shisham Crafts,Bijnor,Uttar Pradesh,Bijnor,Handicraft,Hand-Carved Wooden Printing Blocks and Furniture,Arts & Crafts Tourism,"Hereditary woodworking craft carving hard shisham wood blocks with floral and geometric patterns for textile printers across Northern India, centered at Nagina.",Institutional,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Documented specialized wooden block carving cluster in Bijnor.,Craft workshops centered in Nagina and Bijnor town.
CULT_0193,Bithur Brahmavarta Ghat Rituals and 1857 Oral Folklore,Bithur,Uttar Pradesh,Kanpur Nagar,Cultural Practice,Vedic River Confluence Rites and Patriotic Oral History,Cultural Tourism,"Sacred site on the Ganges revered as the hermitage of Sage Valmiki where Sita gave birth to Luv and Kush, alongside the headquarters of Nana Saheb Peshwa during the 1857 rebellion.",State,Not Listed,Not GI Registered,Yes,Uttar Pradesh Tourism,https://up-tourism.com/,Centrally protected archaeological and pilgrimage circuit on the Ganges.,Directly situated along the river ghats of Bithur.
CULT_0194,Budaun Zari-Zardozi Embroidery and Sufi Dargah Heritage,Budaun,Uttar Pradesh,Budaun,Handicraft,Zari Threadwork and Chishti Sufi Traditions,Arts & Crafts Tourism,"Traditional zari stitching on ceremonial velvet quilts and fabrics, intertwined with spiritual music at the medieval dargahs of Hazrat Nizamuddin Auliya's birthplace.",Institutional,Not Listed,Not GI Registered,Yes,"Department of MSME, Government of Uttar Pradesh (ODOP)",https://odopup.in/,Designated ODOP craft in Budaun district.,Practiced in the old artisanal mohallas of Budaun.
CULT_0195,Khurja Ceramic Pottery Craft,Bulandshahr,Uttar Pradesh,Bulandshahr,Handicraft,Glazed Earthenware and Bone China Ceramics,Arts & Crafts Tourism,"Over 600-year-old glazed pottery tradition introduced during Timur's invasion, known for lead-free vibrant cobalt blue and floral decorated tablewares and decorative tiles, making Khurja the 'Ceramic City'.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/178,Registered under GI Application No. 178 as Khurja Pottery.,"Manufactured across hundreds of pottery kilns in Khurja, Bulandshahr district."
CULT_0196,Deoria Woodcarving and Bhojpuri Birha Folk Singing,Deoria,Uttar Pradesh,Deoria,Music,Traditional Bhojpuri Narrative Folk Singing,Cultural Tourism,Impassioned narrative ballad singing (Birha) recounting mythological battles and rural folklore without instrumental percussion except for the ringing of a hand-held brass kartal.,State,Not Listed,Not GI Registered,Yes,Bhojpuri Academy / Sangeet Natak Akademi,https://sangeetnatak.gov.in/,Documented in state folk musical surveys of Purvanchal.,Vibrant living tradition in villages throughout Deoria district.
CULT_0197,Jalesar Dhatu Shilp (Brass Bells and Ghungroos),Etah,Uttar Pradesh,Etah,Handicraft,Cast Brass Bells and Metallic Ankle Bells,Arts & Crafts Tourism,Century-old foundry craft where brass bells (Ghantas) of all sizes and small resonant dancer ankle bells (Ghungroos) are cast using traditional sand-molding techniques.,GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/709,Registered under GI Application No. 709 as Jalesar Dhatu Shilp.,Produced in Jalesar in Etah district.
CULT_0198,Etawah Handloom Cotton Weaving and Chambal Folklore,Etawah,Uttar Pradesh,Etawah,Handloom/Textile,Cotton Jacquard and Bedspread Weaving,Rural Tourism,"Traditional handloom weaving of durable cotton jacquard bedspreads and fabrics, steeped in the rich oral ballad folklore of the Chambal-Yamuna river confluence.",Institutional,Not Listed,Not GI Registered,Yes,"Development Commissioner for Handlooms, Ministry of Textiles",https://handlooms.nic.in/,Documented handloom cluster in Ministry of Textiles archives.,Practiced by weavers across Etawah.
CULT_0199,Awadhi Classical Thumri and Ghazal Heritage,Faizabad,Uttar Pradesh,Ayodhya,Music,Semi-Classical Hindustani Vocal Traditions,Cultural Tourism,"Historic cradle of Awadhi courtly music and birthplace of legendary vocalist Begum Akhtar (Akhtari Bai Faizabadi), celebrated for expressive romantic Dadra, Thumri, and Ghazal singing.",National,Not Listed,Not GI Registered,Yes,Sangeet Natak Akademi,https://sangeetnatak.gov.in/,Documented musical legacy commemorated by Sangeet Natak Akademi.,Directly situated in the historic cantonment and courtly quarters of Faizabad.
CULT_0200,Farrukhabad Cotton Hand Block Printing,Farrukhabad-cum-Fatehgarh,Uttar Pradesh,Farrukhabad,Handicraft,Traditional Wooden Block Printing on Cotton,Arts & Crafts Tourism,200-year-old block printing craft famed for the Tree of Life (Booteh) and Paisley (Kalka) motifs hand-stamped onto cotton sheets using natural plant dyes and carved wooden blocks.,GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/396,Registered under GI Application No. 396 as Farrukhabad Cotton Print.,Practiced by traditional Chhipa block printers in Farrukhabad.
CULT_0201,Fatehpur Brassware and Itaura Stone Carving,Fatehpur,Uttar Pradesh,Fatehpur,Handicraft,Traditional Sheet Brassware and Masonry,Arts & Crafts Tourism,"Artisan metal hammering producing traditional lotas and platters, alongside sandstone stone dressing and carving for vernacular dwellings.",Institutional,Not Listed,Not GI Registered,Yes,"Department of MSME, Government of Uttar Pradesh",https://odopup.in/,Documented in UP district industrial profiles.,Practiced by metal smiths and stone carvers in Fatehpur.
CULT_0202,Mughal Red Sandstone Architecture and Chishti Sufi Heritage,Fatehpur Sikri,Uttar Pradesh,Agra,Traditional Architecture,Imperial Mughal Red Sandstone City Architecture,Heritage Tourism,"Masterpiece of Mughal architectural synthesis constructed by Emperor Akbar in 1571, featuring the soaring Buland Darwaza, Panch Mahal, and the carved marble shrine of Sheikh Salim Chishti.",UNESCO,Not Listed,Not GI Registered,Yes,UNESCO World Heritage Centre / Archaeological Survey of India,https://whc.unesco.org/en/list/255,Inscribed on the UNESCO World Heritage List (1986).,Directly located at Fatehpur Sikri complex.
CULT_0203,Ghaziabad Industrial-Artisan Metal Forge Craft,Ghaziabad,Uttar Pradesh,Ghaziabad,Handicraft,Forged Metal and Agricultural Implements Craft,Arts & Crafts Tourism,"Artisanal blacksmithing and metal fabrication tradition creating hand-forged steel tools, decorative grilles, and agro-processing equipment along the historic Upper Hindon basin.",Institutional,Not Listed,Not GI Registered,Yes,Ministry of MSME / Uttar Pradesh Industries Department,https://ghaziabad.nic.in/,Documented metal engineering and craft cluster in NCR regional industrial profile.,Centered in the older artisan foundry sectors of Ghaziabad.
CULT_0204,Ghazipur Wall Hanging Jute Craft and Opium Heritage,Ghazipur,Uttar Pradesh,Ghazipur,Handicraft,Jute Fiber Braiding and Wall Hanging Craft,Arts & Crafts Tourism,"Eco-friendly craft twisting golden jute fiber into knotted and braided wall hangings, plant holders, and floor rugs, alongside historic riverine trade on the Ganges.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/710,Registered under GI Application No. 710 as Ghazipur Wall Hanging.,Crafted by rural women artisans across Ghazipur district.
CULT_0205,Gonda Chaiti and Kajari Folk Musical Traditions,Gonda,Uttar Pradesh,Gonda,Music,Seasonal Folk Songs of Avadh,Cultural Tourism,"Lyrical seasonal folk singing of Chaiti during harvest month of Chaitra and Kajari during the monsoon rains, accompanied by Dholak and Manjira.",State,Not Listed,Not GI Registered,Yes,Bhatkhande Sanskriti Vishwavidyalaya / Sangeet Natak Akademi,https://sangeetnatak.gov.in/,Documented in folk musical traditions of Eastern Avadh.,Vibrant in villages and fairs of Gonda district.
CULT_0206,Gorakhpur Terracotta Craft,Gorakhpur,Uttar Pradesh,Gorakhpur,Handicraft,Red Terracotta Sculptures and Horse Statues,Arts & Crafts Tourism,"Century-old clay art where potters use local pond clay to hand-model intricate, unglazed reddish-brown elephant and horse statues (Hathi, Ghoda), bells, and lamps with hand-ornamented embellishments.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/698,Registered under GI Application No. 698 as Gorakhpur Terracotta.,Centered in Aurangabad village in Gorakhpur district.
CULT_0207,Hamirpur Handcrafted Jutti Footwear Craft,Hamirpur,Uttar Pradesh,Hamirpur,Handicraft,Traditional Leather Footwear with Zari Threadwork,Arts & Crafts Tourism,"Traditional shoe-making craft using vegetable-tanned buffalo and goat leather, stitched and embroidered with silk and imitation zari threads for durable rural wear.",Institutional,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Designated ODOP traditional handicraft product of Hamirpur.,Practiced by artisan cobbler families in Hamirpur.
CULT_0208,Hardoi Handloom Weaving and Sandi Wetland Folklore,Hardoi,Uttar Pradesh,Hardoi,Handloom/Textile,Cotton Handloom Weaving and Waterbird Lore,Rural Tourism,"Village pit-loom cotton towel (Gamchha) and sheet weaving, combined with ancestral oral folklore surrounding the migratory bird sanctuary of Sandi Lake.",Institutional,Not Listed,Not GI Registered,Yes,"Development Commissioner for Handlooms, Ministry of Textiles",https://handlooms.nic.in/,Documented in UP state handloom and environmental heritage profiles.,Practiced across the weaving villages of Hardoi.
CULT_0209,Hathras Hing (Compounded Asafoetida) Processing,Hathras,Uttar Pradesh,Hathras,Traditional Product,Artisanal Spice Compounding Heritage,Culinary Tourism,"Century-old artisanal processing where raw ferula resin imported from Central Asia is blended with edible gum and starch according to secret formulas, making Hathras India's foremost hing hub.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/711,Registered under GI Application No. 711 as Hathras Hing.,Processed and blended across the historic spice mills of Hathras.
CULT_0210,Hathras Nautanki Operatic Folk Theatre Tradition,Hathras,Uttar Pradesh,Hathras,Theatre/Performance,Classical Folk Opera and Nagara Rhythms,Cultural Tourism,"Famed Hathras style of Nautanki founded by Indraman and Govind Ram, characterized by high-pitched classical singing (Doha, Chaubola), open-stage dialogues, and thunderous Nakqara percussion.",National,Not Listed,Not GI Registered,Yes,Sangeet Natak Akademi,https://sangeetnatak.gov.in/,Recognized national traditional theatre form in Sangeet Natak Akademi archives.,Historic cradle and training Akharas situated in Hathras.
CULT_0211,Kalpi Handmade Paper Craft,Jalaun,Uttar Pradesh,Jalaun,Handicraft,Handmade Rag and Tree-Bark Paper,Arts & Crafts Tourism,"200-year-old eco-friendly paper craft introduced under the Marathas where cotton rags and sunn hemp are beaten into pulp, lifted on wire mesh frames, and sun-dried without chemicals.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/712,Registered under GI Application No. 712 as Kalpi Handmade Paper.,Manufactured in Kalpi town on the Yamuna River in Jalaun district.
CULT_0212,Jaunpur Perfume (Attar) and Imarti Sweet Heritage,Jaunpur,Uttar Pradesh,Jaunpur,Cuisine/Food Heritage,Traditional Confectionery and Floral Hydro-Distillation,Culinary Tourism,"Historic Sharqi Sultanate cultural heritage famed for Chameli/Kewra floral perfumes and the iconic giant urad-dal fried sweet soaked in saffron syrup (Beniram ki Imarti, since 1855).",State,Not Listed,Not GI Registered,Yes,Uttar Pradesh Tourism,https://up-tourism.com/,Documented in state culinary and cultural heritage archives.,Directly originated and centered in Jaunpur city.
CULT_0213,Bundeli Rai Folk Dance and Rani Laxmibai Martial Folklore,Jhansi,Uttar Pradesh,Jhansi,Dance,Folk Dance and Patriotic Resistance Lore,Cultural Tourism,"Traditional folk dance performed by Bedia dancers to the rhythmic beats of Dholak and Manjira, alongside the patriotic oral ballads recounting Rani Laxmibai's 1857 resistance.",National,Not Listed,Not GI Registered,Yes,Sangeet Natak Akademi / Archaeological Survey of India,https://sangeetnatak.gov.in/,Documented in national cultural archives and Jhansi Fort heritage trails.,Vibrant in Jhansi city and the wider Bundelkhand territory.
CULT_0214,Kannauj Hydro-Distilled Perfume (Attar),Kannauj,Uttar Pradesh,Kannauj,Traditional Product,Traditional Deg-Bhapka Natural Hydro-Distillation,Arts & Crafts Tourism,"Millennium-old perfume distilling art using copper stills (Degs), bamboo receiver pipes (Chhonga), and water condensing tanks (Bhapka) into pure sandalwood base, earning Kannauj the title 'Grasse of the East'.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/157,Registered under GI Application No. 157 as Kannauj Perfume.,Practiced across traditional distilleries in Kannauj city.
CULT_0215,Kanpur Leather Craftsmanship and Saddle Making,Kanpur,Uttar Pradesh,Kanpur Nagar,Handicraft,"Handmade Saddlery, Harnesses, and Leather Footwear",Arts & Crafts Tourism,"Historic leatherworking tradition established during the 19th century, renowned for hand-stitched equestrian saddlery, harness gear, and leather footwear exported globally.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/713,Registered under GI Application No. 713 as Kanpur Saddlery.,Practiced across the artisan tanning and saddlery quarters of Kanpur.
